flight_prices,company_names,dep_city,arrival_city,transfer_stops,duration_of_flight,additional_info,booking_dates,travel_dates,Dep_Time,Arrival_Time
44,easyJet,London,Rome,non-stop,2h 30m ,Standard,11/10/2022,16/10/2022,17:50,21:20
45,easyJet,London,Rome,non-stop,2h 35m ,Standard,11/10/2022,17/10/2022,15:45,19:20
49,Ryanair,London,Rome,non-stop,2h 20m ,Standard,11/10/2022,18/10/2022,08:10,11:30
46,Wizz Air,London,Rome,non-stop,2h 35m ,Economy,11/10/2022,19/10/2022,11:30,15:05
48,Vueling,London,Rome,non-stop,2h 35m ,Economy,11/10/2022,12/10/2022,14:55,18:30
53,Ryanair,London,Rome,non-stop,2h 20m ,Standard,11/10/2022,13/10/2022,13:35,16:55
51,easyJet,London,Rome,non-stop,2h 35m ,Standard,11/10/2022,14/10/2022,06:40,10:15
84,ITA Airways,London,Rome,non-stop,2h 30m ,Economy,11/10/2022,15/10/2022,20:00,23:30
84,ITA Airways,London,Rome,non-stop,2h 40m ,Economy,11/10/2022,16/10/2022,16:55,20:35
82,easyJet,London,Rome,non-stop,2h 35m ,Standard,11/10/2022,17/10/2022,09:05,12:40
110,British Airways,London,Rome,non-stop,2h 35m ,Basic Economy,11/10/2022,18/10/2022,19:05,22:40
115,British Airways,London,Rome,non-stop,2h 40m ,Basic Economy,11/10/2022,19/10/2022,15:40,19:20
25,Wizz Air,London,Rome,non-stop,2h 30m ,Economy,11/10/2022,12/10/2022,11:30,15:00
30,Ryanair,London,Rome,non-stop,2h 20m ,Standard,11/10/2022,13/10/2022,06:25,09:45
34,Ryanair,London,Rome,non-stop,2h 20m ,Standard,11/10/2022,14/10/2022,08:45,12:05
34,Vueling,London,Rome,non-stop,2h 35m ,Economy,11/10/2022,15/10/2022,20:55,00:30
39,Ryanair,London,Rome,non-stop,2h 20m ,Standard,11/10/2022,16/10/2022,14:25,17:45
39,Ryanair,London,Rome,non-stop,2h 20m ,Standard,11/10/2022,17/10/2022,13:45,17:05
41,Vueling,London,Rome,non-stop,2h 35m ,Economy,11/10/2022,18/10/2022,15:05,18:40
47,Ryanair,London,Rome,non-stop,2h 20m ,Standard,11/10/2022,19/10/2022,19:35,22:55
55,easyJet,London,Rome,non-stop,2h 40m ,Standard,11/10/2022,12/10/2022,06:35,10:15
61,easyJet,London,Rome,non-stop,2h 35m ,Standard,11/10/2022,13/10/2022,15:45,19:20
69,easyJet,London,Rome,non-stop,2h 35m ,Standard,11/10/2022,14/10/2022,09:15,12:50
73,Vueling,London,Rome,non-stop,2h 35m ,Economy,11/10/2022,15/10/2022,09:30,13:05
84,ITA Airways,London,Rome,non-stop,2h 30m ,Economy,11/10/2022,16/10/2022,20:00,23:30
94,British Airways,London,Rome,non-stop,2h 35m ,Standard Economy,11/10/2022,17/10/2022,20:55,00:30
37,Ryanair,London,Rome,1 stop,5h 50m ,Standard,11/10/2022,18/10/2022,13:40,20:30
125,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,19/10/2022,06:40,09:40
130,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,12/10/2022,08:55,11:55
63,Ryanair,London,Berlin,1 stop,8h 35m ,Standard,11/10/2022,13/10/2022,10:50,20:25
108,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,14/10/2022,06:40,09:40
149,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,15/10/2022,19:30,22:30
183,British Airways,London,Berlin,non-stop,1h 55m ,Basic Economy,11/10/2022,16/10/2022,08:45,11:40
149,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,17/10/2022,13:15,16:15
152,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,18/10/2022,18:00,21:00
217,British Airways,London,Berlin,non-stop,1h 55m ,Basic Economy,11/10/2022,19/10/2022,14:30,17:25
178,British Airways,London,Berlin,non-stop,2h 10m ,Basic Economy,11/10/2022,12/10/2022,06:40,09:50
249,British Airways,London,Berlin,non-stop,1h 40m ,Basic Economy,11/10/2022,13/10/2022,13:15,15:55
247,British Airways,London,Berlin,non-stop,1h 50m ,Basic Economy,11/10/2022,14/10/2022,13:15,16:05
249,British Airways,London,Berlin,non-stop,1h 45m ,Basic Economy,11/10/2022,15/10/2022,08:25,11:10
186,Scandinavian Airlines,London,Berlin,1 stop,3h 30m ,,11/10/2022,16/10/2022,09:55,14:25
305,Ryanair,London,Berlin,non-stop,1h 45m ,Standard,11/10/2022,17/10/2022,19:45,22:30
305,Ryanair,London,Berlin,non-stop,1h 45m ,Standard,11/10/2022,18/10/2022,13:05,15:50
136,Eurowings,London,Berlin,1 stop,4h 55m ,Basic,11/10/2022,19/10/2022,08:50,14:45
135,Eurowings,London,Berlin,1 stop,3h 20m ,Basic,11/10/2022,12/10/2022,08:50,13:10
139,British Airways,London,Berlin,non-stop,1h 55m ,Basic Economy,11/10/2022,13/10/2022,19:25,22:20
110,"Ryanair, Deutsche Bahn ",London,Berlin,2 stops,8h 52m ,Standard,11/10/2022,14/10/2022,06:30,16:22
253,British Airways,London,Berlin,non-stop,1h 55m ,Basic Economy,11/10/2022,15/10/2022,15:35,18:30
251,British Airways,London,Berlin,non-stop,2h 05m ,Basic Economy,11/10/2022,16/10/2022,16:40,19:45
134,Eurowings,London,Berlin,1 stop,3h 20m ,Basic,11/10/2022,17/10/2022,08:50,13:10
243,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,18/10/2022,19:50,22:50
237,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,19/10/2022,06:40,09:40
280,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,12/10/2022,18:00,21:00
351,Ryanair,London,Berlin,non-stop,1h 45m ,Standard,11/10/2022,13/10/2022,19:45,22:30
351,Ryanair,London,Berlin,non-stop,1h 45m ,Standard,11/10/2022,14/10/2022,15:20,18:05
351,Ryanair,London,Berlin,non-stop,1h 45m ,Standard,11/10/2022,15/10/2022,07:55,10:40
222,Scandinavian Airlines,London,Berlin,1 stop,3h 30m ,,11/10/2022,16/10/2022,09:55,14:25
241,Lufthansa,London,Berlin,1 stop,4h 15m ,Economy Light,11/10/2022,17/10/2022,13:50,19:05
134,Eurowings,London,Berlin,1 stop,5h 50m ,Basic,11/10/2022,18/10/2022,08:50,15:40
231,SWISS,London,Berlin,1 stop,4h 55m ,Economy,11/10/2022,19/10/2022,12:05,18:00
300,Lufthansa,London,Berlin,1 stop,3h 40m ,Economy Light,11/10/2022,12/10/2022,09:15,13:55
133,Eurowings,London,Berlin,1 stop,7h 35m ,Basic,11/10/2022,13/10/2022,09:10,17:45
375,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,14/10/2022,19:30,22:30
133,Eurowings,London,Berlin,1 stop,7h 35m ,Basic,11/10/2022,15/10/2022,09:10,17:45
237,Scandinavian Airlines,London,Berlin,1 stop,3h 30m ,,11/10/2022,16/10/2022,09:55,14:25
405,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,17/10/2022,08:45,11:45
523,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,18/10/2022,18:00,21:00
523,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,19/10/2022,13:15,16:15
244,SWISS,London,Berlin,1 stop,4h 30m ,Economy,11/10/2022,12/10/2022,08:40,14:10
316,KLM,London,Berlin,1 stop,3h 45m ,Light,11/10/2022,13/10/2022,18:35,23:20
253,Lufthansa,London,Berlin,1 stop,4h 25m ,Economy Light,11/10/2022,14/10/2022,13:30,18:55
268,Lufthansa,London,Berlin,1 stop,4h 25m ,Economy Light,11/10/2022,15/10/2022,08:30,13:55
275,Lufthansa,London,Berlin,1 stop,4h 25m ,Economy Light,11/10/2022,16/10/2022,15:30,20:55
347,Lufthansa,London,Berlin,1 stop,3h 55m ,Economy Light,11/10/2022,17/10/2022,17:30,22:25
306,Lufthansa,London,Berlin,1 stop,4h 25m ,Economy Light,11/10/2022,18/10/2022,10:30,15:55
348,Lufthansa,London,Berlin,1 stop,4h 05m ,Economy Light,11/10/2022,19/10/2022,07:50,12:55
257,"British Airways, easyJet ",London,Berlin,1 stop,4h 15m ,Basic Economy,11/10/2022,12/10/2022,17:10,22:25
291,Lufthansa,London,Berlin,1 stop,4h 55m ,Economy Light,11/10/2022,13/10/2022,16:30,22:25
174,LOT,London,Berlin,1 stop,7h 15m ,Economy,11/10/2022,14/10/2022,10:15,18:30
226,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,15/10/2022,19:30,22:30
128,"easyJet, Regiojet ",London,Berlin,1 stop,8h 40m ,Standard,11/10/2022,16/10/2022,07:20,17:00
366,British Airways,London,Berlin,non-stop,1h 55m ,Basic Economy,11/10/2022,17/10/2022,19:25,22:20
426,British Airways,London,Berlin,non-stop,1h 55m ,Basic Economy,11/10/2022,18/10/2022,17:15,20:10
252,KLM,London,Berlin,1 stop,3h 50m ,Light,11/10/2022,19/10/2022,18:35,23:25
266,Lufthansa,London,Berlin,1 stop,3h 40m ,Economy Light,11/10/2022,12/10/2022,07:25,12:05
234,Lufthansa,London,Berlin,1 stop,4h 10m ,Economy Light,11/10/2022,13/10/2022,06:55,12:05
258,Lufthansa,London,Berlin,1 stop,4h 25m ,Economy Light,11/10/2022,14/10/2022,15:30,20:55
349,Lufthansa,London,Berlin,1 stop,3h 45m ,Economy Light,11/10/2022,15/10/2022,13:50,18:35
234,"Ryanair, Aer Lingus ",London,Berlin,1 stop,4h 50m ,Standard,11/10/2022,16/10/2022,15:25,21:15
267,KLM,London,Berlin,1 stop,5h 15m ,Light,11/10/2022,17/10/2022,17:10,23:25
349,Lufthansa,London,Berlin,1 stop,4h 45m ,Economy Light,11/10/2022,18/10/2022,13:50,19:35
606,British Airways,London,Berlin,non-stop,1h 55m ,Basic Economy,11/10/2022,19/10/2022,08:55,11:50
360,easyJet,London,Berlin,1 stop,3h 30m ,Standard,11/10/2022,12/10/2022,06:00,10:30
349,Lufthansa,London,Berlin,1 stop,4h 25m ,Economy Light,11/10/2022,13/10/2022,11:30,16:55
325,Lufthansa,London,Berlin,1 stop,5h 05m ,Economy Light,11/10/2022,14/10/2022,09:00,15:05
153,LOT,London,Berlin,1 stop,7h 15m ,Economy,11/10/2022,15/10/2022,10:15,18:30
188,easyJet,London,Berlin,non-stop,1h 55m ,Standard,11/10/2022,16/10/2022,08:30,11:25
139,LOT,London,Berlin,1 stop,7h 15m ,Economy,11/10/2022,17/10/2022,10:15,18:30
217,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,18/10/2022,19:30,22:30
226,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,19/10/2022,18:00,21:00
226,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,12/10/2022,17:00,20:00
241,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,13/10/2022,14:15,17:15
342,Ryanair,London,Berlin,non-stop,1h 45m ,Standard,11/10/2022,14/10/2022,19:45,22:30
342,Ryanair,London,Berlin,non-stop,1h 45m ,Standard,11/10/2022,15/10/2022,07:45,10:30
237,Scandinavian Airlines,London,Berlin,1 stop,3h 30m ,,11/10/2022,16/10/2022,09:55,14:25
331,British Airways,London,Berlin,non-stop,2h 05m ,Basic Economy,11/10/2022,17/10/2022,11:40,14:45
233,Lufthansa,London,Berlin,1 stop,3h 40m ,Economy Light,11/10/2022,18/10/2022,07:25,12:05
269,Eurowings,London,Berlin,1 stop,4h 05m ,Basic,11/10/2022,19/10/2022,14:45,19:50
277,Lufthansa,London,Berlin,1 stop,4h 25m ,Economy Light,11/10/2022,12/10/2022,10:30,15:55
247,KLM,London,Berlin,1 stop,4h 30m ,Light,11/10/2022,13/10/2022,17:50,23:20
186,Finnair,London,Berlin,1 stop,6h 00m ,Economy Campaign Saver,11/10/2022,14/10/2022,10:20,17:20
275,Austrian Airlines,London,Berlin,1 stop,4h 15m ,Economy Light,11/10/2022,15/10/2022,09:05,14:20
103,Ryanair,London,Berlin,non-stop,1h 45m ,Standard,11/10/2022,16/10/2022,19:15,22:00
103,Ryanair,London,Berlin,non-stop,1h 45m ,Standard,11/10/2022,17/10/2022,19:15,22:00
37,Ryanair,London,Berlin,1 stop,12h 40m ,Standard,11/10/2022,18/10/2022,20:50,10:30
129,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,19/10/2022,19:50,22:50
149,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,12/10/2022,06:40,09:40
183,Ryanair,London,Berlin,non-stop,1h 45m ,Standard,11/10/2022,13/10/2022,13:45,16:30
174,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,14/10/2022,08:45,11:45
189,Ryanair,London,Berlin,non-stop,1h 45m ,Standard,11/10/2022,15/10/2022,07:55,10:40
199,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,16/10/2022,18:00,21:00
134,Eurowings,London,Berlin,1 stop,3h 20m ,Basic,11/10/2022,17/10/2022,08:50,13:10
134,Eurowings,London,Berlin,1 stop,4h 05m ,Basic,11/10/2022,18/10/2022,08:05,13:10
180,Brussels Airlines,London,Berlin,1 stop,3h 20m ,,11/10/2022,19/10/2022,17:50,22:10
256,British Airways,London,Berlin,non-stop,1h 55m ,Basic Economy,11/10/2022,12/10/2022,08:45,11:40
258,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,13/10/2022,13:15,16:15
108,Scandinavian Airlines,London,Berlin,1 stop,5h 20m ,,11/10/2022,14/10/2022,13:55,20:15
189,Lufthansa,London,Berlin,1 stop,3h 20m ,Economy Light,11/10/2022,15/10/2022,17:50,22:10
103,Ryanair,London,Berlin,1 stop,5h 55m ,Standard,11/10/2022,16/10/2022,13:20,20:15
59,Ryanair,London,Berlin,non-stop,1h 45m ,Standard,11/10/2022,17/10/2022,16:45,19:30
59,Ryanair,London,Berlin,non-stop,1h 45m ,Standard,11/10/2022,18/10/2022,16:45,19:30
31,Ryanair,London,Berlin,1 stop,12h 00m ,Standard,11/10/2022,19/10/2022,21:35,10:35
89,Ryanair,London,Berlin,non-stop,1h 45m ,Standard,11/10/2022,12/10/2022,07:55,10:40
55,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,13/10/2022,06:40,09:40
69,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,14/10/2022,18:00,21:00
115,Ryanair,London,Berlin,non-stop,1h 45m ,Standard,11/10/2022,15/10/2022,19:45,22:30
76,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,16/10/2022,19:30,22:30
82,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,17/10/2022,17:00,20:00
87,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,18/10/2022,08:45,11:45
104,British Airways,London,Berlin,non-stop,2h 05m ,Basic Economy,11/10/2022,19/10/2022,05:50,08:55
173,British Airways,London,Berlin,non-stop,1h 55m ,Basic Economy,11/10/2022,12/10/2022,19:35,22:30
113,Scandinavian Airlines,London,Berlin,1 stop,3h 30m ,,11/10/2022,13/10/2022,09:55,14:25
177,British Airways,London,Berlin,non-stop,1h 45m ,Basic Economy,11/10/2022,14/10/2022,18:15,21:00
74,Norwegian,London,Berlin,1 stop,4h 55m ,LowFare,11/10/2022,15/10/2022,09:20,15:15
140,Eurowings,London,Berlin,1 stop,3h 20m ,Basic,11/10/2022,16/10/2022,17:35,21:55
60,"Ryanair, Deutsche Bahn ",London,Berlin,1 stop,5h 45m ,Standard,11/10/2022,17/10/2022,09:50,16:35
27,Ryanair,London,Berlin,non-stop,1h 45m ,Standard,11/10/2022,18/10/2022,07:55,10:40
24,Ryanair,London,Berlin,non-stop,1h 45m ,Standard,11/10/2022,19/10/2022,07:55,10:40
61,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,12/10/2022,06:40,09:40
71,Ryanair,London,Berlin,non-stop,1h 45m ,Standard,11/10/2022,13/10/2022,13:05,15:50
74,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,14/10/2022,19:30,22:30
93,Ryanair,London,Berlin,non-stop,1h 45m ,Standard,11/10/2022,15/10/2022,19:45,22:30
90,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,16/10/2022,13:15,16:15
73,British Airways,London,Berlin,non-stop,2h 10m ,Basic Economy,11/10/2022,17/10/2022,06:40,09:50
108,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,18/10/2022,18:00,21:00
108,easyJet,London,Berlin,non-stop,2h 00m ,Standard,11/10/2022,19/10/2022,08:55,11:55
84,Norwegian,London,Berlin,1 stop,4h 55m ,LowFare,11/10/2022,12/10/2022,09:20,15:15
68,Ryanair,London,Berlin,1 stop,5h 30m ,Standard,11/10/2022,13/10/2022,13:55,20:25
68,"Wizz Air, Ryanair ",London,Berlin,1 stop,6h 05m ,Economy,11/10/2022,14/10/2022,06:50,13:55
68,"Wizz Air UK, Ryanair ",London,Berlin,1 stop,6h 05m ,Standard,11/10/2022,15/10/2022,06:50,13:55
74,Ryanair,London,Berlin,1 stop,6h 45m ,Standard,11/10/2022,16/10/2022,06:10,13:55
104,"Ryanair, Flyr ",London,Berlin,1 stop,5h 20m ,Standard,11/10/2022,17/10/2022,06:10,12:30
77,Norse Atlantic Airways,London,Oslo,non-stop,2h 20m ,,11/10/2022,18/10/2022,11:50,15:10
74,Norse Atlantic Airways,London,Oslo,non-stop,2h 20m ,,11/10/2022,19/10/2022,11:50,15:10
109,Ryanair,London,Oslo,non-stop,2h 00m ,Standard,11/10/2022,12/10/2022,06:10,09:10
112,Ryanair UK,London,Oslo,non-stop,2h 00m ,,11/10/2022,13/10/2022,06:10,09:10
129,Ryanair,London,Oslo,non-stop,1h 50m ,Standard,11/10/2022,14/10/2022,10:00,12:50
132,Ryanair UK,London,Oslo,non-stop,1h 50m ,,11/10/2022,15/10/2022,10:00,12:50
144,Scandinavian Airlines,London,Oslo,non-stop,2h 10m ,,11/10/2022,16/10/2022,07:05,10:15
145,Scandinavian Airlines,London,Oslo,non-stop,2h 10m ,,11/10/2022,17/10/2022,10:20,13:30
144,Norwegian,London,Oslo,non-stop,2h 05m ,LowFare,11/10/2022,18/10/2022,20:45,23:50
144,Norwegian,London,Oslo,non-stop,2h 05m ,LowFare,11/10/2022,19/10/2022,09:20,12:25
181,British Airways,London,Oslo,non-stop,2h 10m ,Basic Economy,11/10/2022,12/10/2022,07:35,10:45
194,Norwegian,London,Oslo,non-stop,2h 05m ,LowFare,11/10/2022,13/10/2022,15:00,18:05
194,Norwegian,London,Oslo,non-stop,2h 10m ,LowFare,11/10/2022,14/10/2022,13:25,16:35
254,Finnair,London,Oslo,non-stop,2h 10m ,Economy Light,11/10/2022,15/10/2022,07:35,10:45
233,British Airways,London,Oslo,non-stop,2h 15m ,Basic Economy,11/10/2022,16/10/2022,12:55,16:10
204,Scandinavian Airlines,London,Oslo,1 stop,4h 25m ,,11/10/2022,17/10/2022,06:40,12:05
79,Norse Atlantic Airways,London,Oslo,non-stop,2h 20m ,,11/10/2022,18/10/2022,11:50,15:10
77,Norse Atlantic Airways,London,Oslo,non-stop,2h 20m ,,11/10/2022,19/10/2022,11:50,15:10
127,Norwegian,London,Oslo,non-stop,2h 05m ,LowFare,11/10/2022,12/10/2022,20:45,23:50
144,Scandinavian Airlines,London,Oslo,non-stop,2h 10m ,,11/10/2022,13/10/2022,10:20,13:30
144,Scandinavian Airlines,London,Oslo,non-stop,2h 10m ,,11/10/2022,14/10/2022,07:05,10:15
142,Norwegian,London,Oslo,non-stop,2h 05m ,LowFare,11/10/2022,15/10/2022,09:20,12:25
187,British Airways,London,Oslo,non-stop,2h 10m ,Basic Economy,11/10/2022,16/10/2022,13:05,16:15
158,British Airways,London,Oslo,non-stop,2h 15m ,Basic Economy,11/10/2022,17/10/2022,15:40,18:55
192,Norwegian,London,Oslo,non-stop,2h 05m ,LowFare,11/10/2022,18/10/2022,15:00,18:05
204,Finnair,London,Oslo,non-stop,2h 10m ,Economy Light,11/10/2022,19/10/2022,13:05,16:15
125,"Ryanair, Wizz Air ",London,Oslo,1 stop,4h 30m ,Standard,11/10/2022,12/10/2022,11:25,16:55
267,Norwegian,London,Oslo,non-stop,2h 05m ,LowFare,11/10/2022,13/10/2022,19:45,22:50
149,"easyJet, Scandinavian Airlines ",London,Oslo,1 stop,4h 05m ,Standard,11/10/2022,14/10/2022,08:10,13:15
120,Ryanair,London,Oslo,1 stop,6h 00m ,Standard,11/10/2022,15/10/2022,08:45,15:45
226,Norwegian,London,Oslo,1 stop,3h 45m ,LowFare,11/10/2022,16/10/2022,15:35,20:20
303,Scandinavian Airlines,London,Oslo,non-stop,2h 15m ,,11/10/2022,17/10/2022,15:35,18:50
93,Norse Atlantic Airways,London,Oslo,non-stop,2h 20m ,,11/10/2022,18/10/2022,11:50,15:10
88,Norse Atlantic Airways,London,Oslo,non-stop,2h 20m ,,11/10/2022,19/10/2022,11:50,15:10
107,British Airways,London,Oslo,non-stop,2h 15m ,Basic Economy,11/10/2022,12/10/2022,13:00,16:15
149,British Airways,London,Oslo,non-stop,2h 15m ,Basic Economy,11/10/2022,13/10/2022,16:55,20:10
153,British Airways,London,Oslo,non-stop,2h 10m ,Basic Economy,11/10/2022,14/10/2022,07:30,10:40
142,Norwegian,London,Oslo,non-stop,2h 05m ,LowFare,11/10/2022,15/10/2022,20:45,23:50
163,Finnair,London,Oslo,non-stop,2h 15m ,Economy Light,11/10/2022,16/10/2022,13:00,16:15
183,Ryanair,London,Oslo,non-stop,1h 50m ,Standard,11/10/2022,17/10/2022,12:05,14:55
190,Ryanair UK,London,Oslo,non-stop,1h 50m ,,11/10/2022,18/10/2022,12:05,14:55
192,Norwegian,London,Oslo,non-stop,2h 05m ,LowFare,11/10/2022,19/10/2022,15:00,18:05
192,Norwegian,London,Oslo,non-stop,2h 05m ,LowFare,11/10/2022,12/10/2022,12:30,15:35
192,Norwegian,London,Oslo,non-stop,2h 05m ,LowFare,11/10/2022,13/10/2022,09:20,12:25
142,Scandinavian Airlines,London,Oslo,1 stop,4h 25m ,,11/10/2022,14/10/2022,06:40,12:05
267,Norwegian,London,Oslo,non-stop,2h 05m ,LowFare,11/10/2022,15/10/2022,19:45,22:50
254,Finnair,London,Oslo,non-stop,2h 10m ,Economy Light,11/10/2022,16/10/2022,07:30,10:40
303,Scandinavian Airlines,London,Oslo,non-stop,2h 10m ,,11/10/2022,17/10/2022,10:20,13:30
104,British Airways,London,Oslo,non-stop,2h 15m ,Basic Economy,11/10/2022,18/10/2022,07:55,11:10
118,Norse Atlantic Airways,London,Oslo,non-stop,2h 20m ,,11/10/2022,19/10/2022,11:30,14:50
104,British Airways,London,Oslo,non-stop,2h 15m ,Basic Economy,11/10/2022,12/10/2022,07:55,11:10
107,British Airways,London,Oslo,non-stop,2h 15m ,Basic Economy,11/10/2022,13/10/2022,12:55,16:10
144,Scandinavian Airlines,London,Oslo,non-stop,2h 10m ,,11/10/2022,14/10/2022,10:20,13:30
127,British Airways,London,Oslo,non-stop,2h 15m ,Basic Economy,11/10/2022,15/10/2022,15:45,19:00
149,Ryanair,London,Oslo,non-stop,2h 00m ,Standard,11/10/2022,16/10/2022,08:15,11:15
163,Finnair,London,Oslo,non-stop,2h 15m ,Economy Light,11/10/2022,17/10/2022,12:55,16:10
163,Finnair,London,Oslo,non-stop,2h 15m ,Economy Light,11/10/2022,18/10/2022,07:55,11:10
158,Ryanair UK,London,Oslo,non-stop,2h 00m ,,11/10/2022,19/10/2022,08:15,11:15
164,Norwegian,London,Oslo,non-stop,2h 05m ,LowFare,11/10/2022,12/10/2022,09:20,12:25
245,Scandinavian Airlines,London,Oslo,non-stop,2h 15m ,,11/10/2022,13/10/2022,15:35,18:50
306,Ryanair,London,Oslo,non-stop,2h 00m ,Standard,11/10/2022,14/10/2022,19:25,22:25
329,Ryanair UK,London,Oslo,non-stop,2h 00m ,,11/10/2022,15/10/2022,19:25,22:25
279,Scandinavian Airlines,London,Oslo,1 stop,4h 00m ,,11/10/2022,16/10/2022,17:00,22:00
205,"Ryanair, Wizz Air ",London,Oslo,1 stop,6h 10m ,Standard,11/10/2022,17/10/2022,14:00,21:10
255,Ryanair,London,Oslo,non-stop,2h 00m ,Standard,11/10/2022,18/10/2022,06:40,09:40
272,Ryanair,London,Oslo,non-stop,1h 50m ,Standard,11/10/2022,19/10/2022,11:40,14:30
175,"Norwegian, Vy ",London,Oslo,1 stop,11h 25m ,LowFare,11/10/2022,12/10/2022,10:00,22:25
273,Ryanair UK,London,Oslo,non-stop,1h 50m ,,11/10/2022,13/10/2022,11:40,14:30
255,Ryanair,London,Oslo,non-stop,2h 00m ,Standard,11/10/2022,14/10/2022,06:40,09:40
270,Ryanair UK,London,Oslo,non-stop,2h 00m ,,11/10/2022,15/10/2022,06:40,09:40
267,Norwegian,London,Oslo,non-stop,2h 05m ,LowFare,11/10/2022,16/10/2022,10:50,13:55
267,Norwegian,London,Oslo,non-stop,2h 05m ,LowFare,11/10/2022,17/10/2022,09:30,12:35
322,British Airways,London,Oslo,non-stop,2h 15m ,Basic Economy,11/10/2022,18/10/2022,09:55,13:10
403,Scandinavian Airlines,London,Oslo,non-stop,2h 10m ,,11/10/2022,19/10/2022,10:20,13:30
500,Scandinavian Airlines,London,Oslo,non-stop,2h 15m ,,11/10/2022,12/10/2022,15:35,18:50
498,Finnair,London,Oslo,non-stop,2h 15m ,Economy Light,11/10/2022,13/10/2022,13:35,16:50
330,Wideroe,London,Oslo,1 stop,4h 00m ,,11/10/2022,14/10/2022,18:55,23:55
384,Scandinavian Airlines,London,Oslo,1 stop,4h 30m ,,11/10/2022,15/10/2022,18:40,00:10
226,Wizz Air,London,Oslo,1 stop,5h 30m ,Economy,11/10/2022,16/10/2022,08:20,14:50
634,British Airways,London,Oslo,non-stop,2h 15m ,Economy Fully Flex,11/10/2022,17/10/2022,13:35,16:50
440,Wideroe,London,Oslo,1 stop,4h 10m ,,11/10/2022,18/10/2022,10:05,15:15
167,Norse Atlantic Airways,London,Oslo,non-stop,2h 20m ,,11/10/2022,19/10/2022,11:50,15:10
155,Scandinavian Airlines,London,Oslo,non-stop,2h 10m ,,11/10/2022,12/10/2022,07:05,10:15
132,Ryanair,London,Oslo,1 stop,7h 25m ,Standard,11/10/2022,13/10/2022,07:05,15:30
168,Ryanair,London,Oslo,non-stop,2h 00m ,Standard,11/10/2022,14/10/2022,08:15,11:15
167,Norse Atlantic Airways,London,Oslo,non-stop,2h 20m ,,11/10/2022,15/10/2022,11:50,15:10
192,Norwegian,London,Oslo,non-stop,2h 05m ,LowFare,11/10/2022,16/10/2022,20:45,23:50
192,Norwegian,London,Oslo,non-stop,2h 05m ,LowFare,11/10/2022,17/10/2022,15:00,18:05
224,Ryanair UK,London,Oslo,non-stop,2h 00m ,,11/10/2022,18/10/2022,08:15,11:15
245,Scandinavian Airlines,London,Oslo,non-stop,2h 10m ,,11/10/2022,19/10/2022,19:30,22:40
259,Ryanair,London,Oslo,non-stop,1h 50m ,Standard,11/10/2022,12/10/2022,13:45,16:35
273,Ryanair UK,London,Oslo,non-stop,1h 50m ,,11/10/2022,13/10/2022,13:45,16:35
267,Norwegian,London,Oslo,non-stop,2h 05m ,LowFare,11/10/2022,14/10/2022,12:05,15:10
303,Scandinavian Airlines,London,Oslo,non-stop,2h 15m ,,11/10/2022,15/10/2022,15:35,18:50
225,Norwegian,London,Oslo,1 stop,3h 45m ,LowFare,11/10/2022,16/10/2022,15:35,20:20
175,Finnair,London,Oslo,1 stop,5h 15m ,Economy Light,11/10/2022,17/10/2022,10:20,16:35
